,predict
97,0.08573386246912476
98,0.07453533660272382
99,0.07331956225501701
100,0.07208648720947244
101,0.08083605924955825
102,0.07956822615874243
103,0.06828293572049299
104,0.06698013571827804
105,0.07565977393556558
106,0.08432179815582383
107,0.06296615616252071
108,0.06159279573912435
109,0.07020166466910285
110,0.06879271073592413
111,0.08736588172305632
112,0.08592112541396751
113,0.0744583895921257
114,0.07297762204099906
115,0.07147877054405549
116,0.07996178288476324
117,0.07842660684659031
118,0.07687319021300465
119,0.0753014807674745
120,0.07371142629346777
121,0.0821029638087386
122,0.08047598990065985
123,0.05883040493883834
124,0.05716613318158542
125,0.04548312901299517
126,0.053781373487961914
127,0.07206085303307774
128,0.07032156515547067
129,0.06856355168441142
130,0.06678686552970697
131,0.06499155960116365
132,0.07317768680858827
133,0.08134530006178747
134,0.07949445227056784
135,0.06762519634473607
136,0.0757375851940989
137,0.06383167172846282
138,0.06190750885763446
139,0.05996514949142051
140,0.06800464653962768
141,0.04602605291206263
142,0.044029421518532064
143,0.05201483203351176
144,0.019982471190154893
145,0.027932552486283624
146,0.03586528941972045
147,-0.016219104511712434
148,0.021679584189807366
149,0.04956156902210218
150,0.05742706348299437
151,0.025276281070306106
152,0.013109435281860038
153,0.02092673961547825
154,0.03872840756898305
155,0.026514652640196923
156,-0.00571431167305797
157,0.012041728127040796
158,0.01978298553831559
159,0.0075096740585886
160,0.03522202244277628
161,0.02292032047417092
162,0.03060487319315891
163,0.028275985640126455
164,0.035933962855459856
165,-0.006420890120454381
166,-0.008788268247230113
167,-0.0011678664844810283
168,-0.0035593797918206938
169,-0.005962503128862873
170,-0.0283769314552213
171,-0.02080235973050948
172,-0.023238482914341385
173,-0.03568499596633018
174,-0.02814159384608994
175,-0.020607971513234402
176,-0.033083823927377076
177,-0.025568846048131644
178,-0.018062732835111728
179,-0.020565179247931276
180,-0.013075880246203708
181,-0.03559453078954278
182,-0.018120825837562138
183,-0.020654460349875614
184,-0.05319512928609671
185,-0.055742527605839254
186,-0.018296350268716788
187,-0.0008562922343431367
188,-0.06342204846233168
189,0.004006698344345083
190,-0.04856968549071916
191,-0.02115082138728841
192,-0.08373632640221124
193,-0.046325769608127954
194,-0.008918523718735749
195,-0.0015136310851359136
196,-0.02410998272615178
197,-0.006706449294003103
198,-0.009301901440909921
199,-0.041895209819092116
200,-0.04448524508076984
201,-0.03707087787816299
202,-0.03965097886349134
203,-0.04222441868897475
204,-0.06479006800683351
205,-0.06734679746928735
206,-0.03989347772855617
207,-0.052428979436860146
208,-0.04495217324641898
209,-0.04746192980945252
210,-0.029957119778181107
211,-0.03243661380482443
212,-0.06489928254160238
213,-0.017343996640734993
214,-0.019769626754442216
215,-0.00217504353494391
216,0.02544088236553993
217,0.0430792802947893
218,0.04074127960058416
219,0.02842800963070491
220,0.03614059973293143
221,0.03388017925504366
222,0.03164787754482179
223,0.019444823950045986
224,0.03727214781849608
225,0.03513097849795199
226,0.04302244533619448
227,0.040947677681002714
228,0.03890780488015744
229,0.0069039562814381394
230,0.02493726123262552
231,0.013008849081499019
232,0.03111984917583921
233,0.039271095178767146
234,0.02746220859315518
235,0.02569239755075392
236,0.03396084076169914
237,0.012266716936126798
238,0.010609204784171933
239,0.018987483015970197
240,0.0074007303416572245
241,-0.014151874528631314
242,-0.015671152884759842
243,-0.01715792601659305
244,-0.008613015213994935
245,-3.724176683062019e-05
246,0.00856857303503622
247,-0.002796392098259437
248,0.005867041543418328
249,-0.005441947329794972
250,0.0032758199922361397
251,-0.007980477780352713
252,0.0007883380625737235
253,-0.010418553768848482
254,-0.021601974564483983
255,-0.022762745614197333
256,-0.013901688207852647
257,-0.015019623635314505
258,-0.006117373186447894
259,-0.007195758151116394
260,-0.008255599819184889
261,0.0007022805194825121
262,0.019677061575020693
263,0.018667922057565844
264,0.017674040677253422
265,0.006694596144218856
266,0.015728767168597835
267,0.014775710380936391
268,0.02383446061447636
269,0.012903880435183868
270,-0.008017263545543885
271,0.0010698429496609485
272,0.00016430785573062767
273,-0.010734399061348876
274,-0.011626730950352049
275,-0.012513140960052072
276,-0.043394082239223364
277,-0.014270007936639906
278,-0.03514137120107552
279,-0.016008625181304748
280,-0.016872223026100586
281,0.012267382115762282
282,0.0014097370955096222
283,0.0005543887643678636
284,-0.0002991160264365078
285,-0.001151230425678551
286,-0.002002407582131771
287,-0.0028531006445696727
288,-0.003703762761766871
289,0.04544515291750251
290,0.0445931932444652
291,0.043739905070346974
292,0.0328848352463732
293,0.042027530623770626
294,0.03116753805376471
295,0.030304404387581974
296,0.00943767647644822
297,0.018566901171589323
298,-0.0023083746757689427
299,0.016811395785600314
300,0.015925759406922313
301,0.015034263039423457
302,-0.015863546465670564
303,-0.016768122257133533
304,-0.007679757842107837
305,-0.018598050900389906
306,-0.019522148516295412
307,-0.020450828560840573
308,-0.021382549753692137
309,-0.0023156403792042868
310,0.0067518357787310634
311,-0.004178073583902875
312,0.00489686064790551
313,0.013978973620248802
314,0.01307084318450813
315,0.012175149475117442
316,0.01129473905342826
317,0.0004322394837149579
318,-0.010410764084974544
319,-0.001232947107400073
320,-0.01203298503832062
321,-0.012809553332495338
322,-0.023561327444683866
323,-0.0242869828296447
324,-0.02498519494213791
325,-0.005654639236922443
326,0.003706008831242835
327,0.0030980738075979675
328,0.0025228802373843395
329,-0.0180182473341578
330,-0.01852398436178737
331,-0.01899300630026357
332,-0.029423988604346252
333,-0.03981560672879392
334,-0.020166536128366164
335,-0.030475452257822
336,-0.030741030571921235
337,-0.04096194652542262
338,-0.03113687557308531
339,-0.03126449316966917
340,-0.03134347476993271
341,-0.03137249582863588
342,-0.05135023180053733
343,-0.041275358140396956
344,-0.031146550302973197
345,-0.030962483743025904
346,-0.04072183391531414
347,-0.0404232762745973
348,-0.04006617671557766
349,-0.029652818502038936
350,-0.029186959170658278
351,-0.038673314438047446
352,-0.048117389367633434
353,-0.027524846010618553
354,0.013098653581794628
355,0.0037474473584032664
356,-0.005584126731994599
357,-0.014901730740601749
358,-0.014211026718620956
359,-0.0035176767172543366
360,0.007172657212295097
361,-0.002145686981174788
362,-0.0014783713488667471
363,-0.0008310579419835706
364,0.009790591188273301
365,0.0003809139906997272
366,0.010934248414094516
367,0.04144493240725444
368,0.031907303918977115
369,0.03231570089806035
370,0.032664461293300806
371,0.03294792305349692
372,0.033160424127445354
373,0.023296302463943985
374,0.04334989601179007
375,0.04331554271978144
376,0.04318758053671512
377,0.052960347411388775
378,0.04262818129260004
379,0.03218542012914605
380,0.03162640186982446
381,0.040945464463432724
382,0.040136945858768036
383,0.0491954726772198
384,0.03811683177551528
385,0.04689706424939444
386,0.03553199028564902
387,0.03401737345759093
388,0.05234897733853161
389,0.030523293056457512
390,0.028539721958050213
391,0.026398392944666393
392,0.03409943491766165
393,0.021642976778393108
394,0.019029147428216375
395,0.016258075768487923
396,0.013329890700563785
397,0.020244721125800447
398,0.017002695945554258
399,0.013603944061180817
400,0.01004859437403749
401,0.006336775785479198
402,0.0024686171968631987
403,-0.0015557524904549203
404,-0.005736204375118681
405,-0.020072609555771614
406,-0.004564839131057652
407,-0.01921276419962059
408,-0.0440162558601046
409,-0.0289751852111525
410,-0.024089423351408734
411,-0.019358841379517155
412,-0.03478331039412086
413,-0.04036236968851814
414,-0.04609423133462176
415,-0.06197677559899917
416,-0.05800788274821722
417,-0.08418543304884352
418,-0.08050691815975641
419,-0.09696733564511706
420,-0.11355753580553485
421,-0.10026742927765342
422,-0.11708692669811693
423,-0.11400593870356934
424,-0.13101437593065435
425,-0.12810214901601547
426,-0.1252591685962967
427,-0.13247534530814276
428,-0.12974058978819636
429,-0.13704481267310176
430,-0.06437792459950276
431,-0.0017298362040433224
432,0.08090954187663268
433,0.10355029900588131
434,0.07620252454705922
435,0.09887630786352186
436,0.09158173831862615
437,0.06432890527572743
438,0.06712789809818243
439,0.059988806149346874
440,0.1029217187925775
441,0.05593672539123007
442,0.09904391530866086
443,0.08225337790822573
444,0.10557520255328134
445,0.10901947860718297
446,0.16259629543328769
447,0.1463157423949515
448,0.14018790885553023
449,0.1342228841783798
450,0.1484307577268571
451,0.16282161886431734
452,0.15740524308723636
453,0.17218962457042775
454,0.08718004670438662
455,0.062380093021873195
456,0.08779305355474731
457,0.13342221833486922
458,0.08927087739410022
459,0.08534142412416279
460,-0.02836733464376895
461,-0.02185748871865667
462,0.014868872090537222
463,0.0018096579748501096
464,0.05896277912531955
465,0.04632614573298288
466,0.04389766798887762
467,0.021675256084041195
468,-0.00034317979048803515
469,-0.012159729443673273
470,-0.003776482684477278
471,-0.055195529321861114
472,-0.06641895916478857
473,-0.04744886202222176
474,-0.02828732770312281
475,-0.008936446016454047
476,-0.04939830677117896
477,-0.09967499977625938
478,-0.07976861484065711
479,-0.009681241773335847
480,-0.06941497038325717
481,-0.04897189047938366
482,-0.05835409187067797
483,-0.05756366436610216
484,-0.04660269777461967
485,-0.03547328190519172
486,-0.064177506566782
487,-0.06271746156835145
488,-0.08109523671886354
489,-0.07931292182728122
490,-0.04737260670256571
491,-0.035276381153680036
492,-0.04302644485296048
493,-0.0506256146265589
494,-0.058077580275332386
495,-0.055386473359104293
496,-0.05255678595721647
497,-0.16959342070996197
498,-0.14650163298575414
499,-0.12328773332300591
500,-0.1199582960526292
501,-0.09651989550553641
502,-0.10297910601264015
503,-0.09934250190485194
504,-0.07561665751308455
505,-0.07180814716824946
506,-0.04792354520125952
507,-0.04396942594302655
508,-0.029952363724463527
509,-0.025878932876481797
510,-0.031755707729993365
511,-0.017589262615911205
512,-0.013386171865147012
513,-0.01915300980861323
514,-0.014896350777221956
515,-0.03062276910188566
516,-0.026338839113516088
517,-0.012051135143025582
518,0.02223376847867331
519,0.03650929742066911
520,0.030768877352048918
521,0.03500636638219612
522,0.01921735238167588
523,0.033397855661347564
524,0.02754389653207212
525,0.031651495304709454
526,-0.004283327709880602
527,-0.00026455220083754227
528,0.013703842142699041
529,0.03761787563158847
530,0.05147356857669194
531,0.09526694128886881
532,0.08899401407897956
533,0.07265080725788442
534,0.06623334113644341
535,0.07973763602551687
536,0.10315971223596465
537,0.08649578529787505
538,0.08974285161824891
539,0.10289810282331435
540,0.09595887427848482
541,0.07892328153283801
542,0.09179059503843978
543,0.10456120209220165
544,0.0972362826213653
545,0.09981716714672939
546,0.07230518618909465
547,0.06470167026926055
548,0.07700794990802717
549,0.08922535562619516
550,0.0713552179445639
551,0.08339886738393343
552,0.08535763446510347
553,0.07723284970887423
554,0.08902584363604626
555,0.09073794676741853
556,0.06237048962379155
557,0.07392480272596547
558,0.055402216594740095
559,0.056804061750915236
560,0.028131668715291047
561,0.029386368008667563
562,-0.01943050984815553
563,-0.01831763433437783
564,-0.027273674929199743
565,-0.01629730111182126
566,-0.025387182361442107
567,-0.004541988157262589
568,0.036239612021517376
569,0.036958948695697824
570,0.027617352386078653
571,0.03821615361345998
572,0.048756682898641435
573,0.049240270762423655
574,0.04966824772560585
575,0.06004194430898835
576,0.05036269103337088
577,0.0406318184195541
578,0.04085065698833745
579,0.04102053726052113
580,0.04114278975690466
581,0.0412187449982887
582,0.011249733505472759
583,0.03123708579925688
584,0.011182132400441303
585,0.03108620382982552
586,0.030950630608209795
587,0.020776743256394448
588,0.03056587229517882
589,0.030319348245363198
590,0.06003850162774749
591,0.03972466296313204
592,0.04937916277231624
593,0.029003331576100577
594,0.008598474569462278
595,-0.011834204355912536
596,-0.012293526634159502
597,-0.01277831369941429
598,-0.01328738698581311
599,-0.013819600336856253
600,-0.014373937233500333
601,-0.03494941356606662
602,-0.015545045224875209
603,-0.026159848100248073
604,-0.04679283808250567
605,-0.057443031061968686
606,-0.08810944292895861
607,-0.08879108957379589
608,-0.07948698688680167
609,-0.07019617634140574
610,-0.09091780174347563
611,-0.09165103248198792
612,-0.13239503794591911
613,-0.12314898752424497
614,-0.05391205060594262
615,-0.054683416019094544
616,-0.0854623503482097
617,-0.10624813961690394
618,-0.1470400860645552
619,-0.06783750214059947
620,-0.04863949789825994
621,-0.02944514292736955
622,-0.04025356357617471
623,-0.021063912992522527
624,-0.03187540632244912
625,-0.04268732880146475
626,-0.023499043316264512
627,-0.014310008425007403
628,-0.025119703792042314
629,-0.04592760908171789
630,-0.05673320395838388
631,-0.06753596808638762
632,-0.048335381130079846
633,-0.0491309227538087
634,-0.059922072621923284
635,-0.06070831039877256
636,-0.08148911574870576
637,-0.06226396833607162
638,-0.0630323478252186
639,-0.07379373388049681
640,-0.054547606166254536
641,-0.0552934443468408
642,-0.07603072808660472
643,-0.08675893704989501
644,-0.08747755090106091
645,-0.09818604930445152
646,-0.09888391192441559
647,-0.0895706184253019
648,-0.08024564847145998
649,-0.07090848172723851
650,-0.08155859785698616
651,-0.0521954765250523
652,-0.05281859739578587
653,-0.08342744013353598
654,-0.09402148440265123
655,-0.08460020986748085
656,-0.07516309619237382
657,-0.06570962304167893
658,-0.056239270079745496
659,-0.06675151697092219
660,-0.05724584337955818
661,-0.04772172897000193
662,-0.00817865340660362
663,-0.018616096353710976
664,-0.01903353747567349
665,-0.049430456436840076
666,-0.05980633290156001
667,-0.010160646534181916
668,-0.0004928769990547588
669,0.009197496039472286
670,0.00891099291705022
671,0.028648133969330525
672,0.048409439531963416
673,0.048195429940600665
674,0.018006625530892606
675,0.03784354663849143
676,0.027706713599046418
677,0.057596646748209857
678,0.03751386642163268
679,0.11745889295496559
680,0.09743224668385952
681,0.1074344479439655
682,0.07746601707093537
683,0.08752747440041908
684,0.08761934026806828
685,0.08774213500953343
686,0.07789637896046608
687,0.07808259245651716
688,0.06830129583333755
689,0.09855300942657819
690,0.10883825357189003
691,0.10915754860492488
692,0.10951141486133265
693,0.10990037267676511
694,0.10032494238687295
695,0.09078564432730751
696,0.12128292153505382
697,0.11181690785243426
698,0.11238759226527872
699,0.11299469352810909
700,0.10363781113112303
701,0.12431631033281376
702,0.0850293564202097
703,0.0857759032928912
704,0.07655472576046751
705,0.09736446066827298
706,0.08820362858865627
707,0.07907062271641352
708,0.06996375603286265
709,0.07088132746270626
710,0.07182163593064717
711,0.10278298036138822
712,0.0937636596796314
713,0.0747619728100799
714,0.07577621867743711
715,0.06680469620640439
716,0.047845704321685
717,0.07889754194798204
718,0.06995850800999781
719,0.07102690143243506
720,0.062101021139996604
721,0.06317916605738538
722,0.06425963510930333
723,0.06534072722045381
724,0.06642074131553943
725,0.04749797631926256
726,0.05857073115632638
727,0.05963730475143314
728,0.050695996029285983
729,0.05174510391458753
730,0.05278292733204015
731,0.05380776520634656
732,0.03481791646221011
733,0.03581168002433288
734,0.03678735481741746
735,0.037743239766167114
736,0.048677633795284114
737,0.02958883582947125
738,0.0204751447934316
739,0.03133485961186733
740,0.05216627920948169
741,0.04296770251097659
742,0.02373742844105564
743,0.024473755924420915
744,0.025174983885775215
745,0.02583941124982181
746,0.03646533694126264
747,0.0170510598848006
748,0.017594879005138675
749,0.028095093226979118
750,0.038550001475025186
751,0.02895790267397924
752,0.02931709574854402
753,0.039625879623422344
754,0.03988255322331724
755,0.04008541547293043
756,0.03023276529696528
757,0.0003229016201247159
758,0.0003541233671109367
759,0.00032472946262696034
760,-0.009766981168624511
761,7.729039805881577e-05
762,-0.010144156912619717
763,-0.000433024175958141
764,-0.03079101246725291
765,-0.031219822861802027
766,-0.021721156434902356
767,-0.022296714261851314
768,-0.012948197417946394
769,-0.013677306978484793
770,-0.024485744018764022
771,-0.005375209614080667
772,-0.016347404839732183
773,-0.02740403077101683
774,-0.01854678848323077
775,-0.02977737905167188
776,-0.03109750355163754
777,-0.042508863058424606
778,-0.054013158647330584
779,-0.05561209139365264
780,-0.06730736237268853
781,0.030899327340264793
782,0.01900627666991017
783,0.03701178454095011
784,-0.015085850121912436
785,-0.017288328393975316
786,0.010402648649464719
787,-0.002014417037184413
788,-0.024540211380691734
789,-0.05717521727812114
790,-0.03991991762653613
791,-0.052774795323000445
792,-0.045740333264577715
793,-0.06881701434833198
794,-0.08200532147132633
795,-0.11530573753062523
796,-0.13871874542329155
797,-0.12224482804638981
798,-0.1258844682969834
799,-0.12963814907213533
800,-0.13350635326891014
801,-0.11748956378437136
802,-0.06158826351558233
803,-0.04580276287870688
804,-0.07013255087741288
805,-0.07457598469719307
806,-0.059129496985409924
807,-0.0737888489180013
808,-0.08854974214847255
809,-0.01340787833032997
810,-0.06835895911707979
811,-0.073398686162228
812,-0.0685227611192798
813,-0.053726885641741995
814,-0.05900676138312033
815,-0.06435808999692094
816,-0.04977657313664907
817,-0.0552579124558118
818,-0.03079780960791445
819,-0.036391966246463014
820,-0.03203608402496361
821,-0.04772586459692241
822,0.05654299038415467
823,-0.009225220735238127
824,-0.0050261996086066185
825,-0.000855647889457245
826,-0.026709267231296185
827,-0.02258275928762865
828,-0.028471825711961607
829,-0.024372168157799523
830,-0.020279488278650337
831,-0.02618948772801888
832,-0.0020978681594108206
833,-0.018000331226332822
834,-0.023892578582290547
835,-0.0297703118807906
836,0.004370767224661565
837,0.018534957080560188
838,0.04272655603339914
839,0.026949862429672233
840,0.031209174615873136
841,0.025508790938496118
842,0.019853009744036365
843,0.0342461293789853
844,0.008692448189840052
845,0.07319626452309214
846,0.09776187672523706
847,0.08239358314276779
848,0.03709568212217906
849,0.08187228932633017
850,0.06672675498923297
851,0.09166212945061947
852,0.10668153445410944
853,0.06178819263744728
854,0.04698534647026187
855,0.05227623842218598
856,0.10766411096284689
857,-0.006847793438123251
858,-0.03125615676025162
859,-0.015557358779694885
860,-0.009747703721767031
861,-0.01382349581178044
862,-0.037781039275050166
863,-0.061616638336888796
864,-0.05532659722261024
865,-0.038907220157528455
866,0.027645188633042883
867,-0.005665675076209187
868,0.001163884489400857
869,-0.03186243689543922
870,-0.054741246028642276
871,-0.0574703599985078
872,-0.08004789846593519
873,-0.07247198109182262
874,-0.06474072753706772
875,-0.03685225746257004
876,-0.03880598259648216
877,-0.020606482935972448
878,0.007740369454534601
879,-0.003771297489385095
880,-0.03514735583215334
881,-0.0363936776381959
882,-0.027516134971934836
883,-0.018520599897793977
884,-0.02941294448019738
885,-0.010199040783568147
886,-0.000884760872329915
887,-0.0014759768109076088
888,-0.001978560663723039
889,0.037601615504799346
890,0.03725867963023588
891,0.036986759648163225
892,-0.003220016505842027
893,-0.003367520896204068
894,-0.0034616255873458623
895,-0.0035082026436918934
896,0.01648687587033537
897,0.026517737890311643
898,0.006578511351813088
899,0.0066633241904168194
900,0.026766449825731176
901,0.01688313518500384
902,0.027010338965554048
903,0.027145411436211297
904,0.017285702865804442
905,0.00742856352316279
906,-0.0124286563228857
907,0.007711393596489646
908,-0.0021539364498834868
909,-0.0020272961931744327
910,-0.011911335364555686
911,0.03819129630480256
912,0.028277949083729048
913,0.028345973241053368
914,0.028392719045604142
915,0.01841553676621044
916,0.008411776671701343
917,-0.0016212109690936227
918,-0.011686075887345826
919,-0.011785467814226402
920,-0.0019220364809047208
921,-0.00209843161855372
922,-0.012317302958343657
923,-0.02258078680994724
924,-0.022888486662574037
925,-0.0032375760460621184
926,-0.013624749355780175
927,-0.014046700987095928
928,-0.024500125335378486
929,-0.02498171679599559
930,-0.055488169764316586
931,-0.05601617863570896
932,-0.06656243780554205
933,-0.06712364166918294
934,-0.05769648462200205
935,-0.05827766105936627
936,-0.06886386537664513
937,-0.08945179196920638
938,-0.08003813523241843
939,0.039380410438349944
940,0.048807150647731
941,0.07824539100035466
942,0.05769843710085443
943,0.04716959455386038
944,0.04666216896400455
945,0.06617946593591895
946,0.05572479107423467
947,0.05530144998358333
948,0.054912748268595823
949,0.06456199153390485
950,0.044252485384141504
951,0.04398753542393696
952,0.04377031710871959
953,0.04360330397407419
954,0.03348805485778694
955,0.06342571024864485
956,0.05341735137894221
957,0.05346401665361045
958,0.04356657316813073
959,0.04372584519062195
960,0.023942656989202282
961,0.03421783283199109
962,0.014552196987107191
963,0.014946573722667722
964,0.015401787306792869
965,-0.004081337992399181
966,-0.0535019779067909
967,-0.09285930816826204
968,-0.07215250450869437
969,-0.0913807426599702
970,-0.07054319835396994
971,-0.0696390473225752
972,-0.05866746529766753
973,-0.047627628011128076
974,-0.06651871119483865
975,-0.055339890580679674
976,-0.06409034190053342
977,-0.09276924088628147
978,-0.1013757632698038
979,-0.10990908478298334
980,-0.09836855137343137
981,-0.06675418985168102
982,-0.06506619724399831
983,-0.06330473918322355
984,-0.051470029419475205
985,-0.07956294507329975
986,-0.07758453695621004
987,-0.025535855879717184
988,-0.03341795265533287
989,0.00876812190543097
990,0.0010213169910622266
991,0.0033405817900498125
992,0.025724865490881266
993,0.018173117282045848
994,0.03068428635203113
995,0.013257321889325935
996,0.015891173082417387
997,0.018584789119794776
998,0.01133711918994651
999,0.014147112481360136
1000,0.007013718182524942
1001,-0.010064114518072431
1002,-0.007087436431942651
1003,-0.0040572983705968735
1004,-0.000974751145547792
1005,0.002159154431693011
1006,-0.004656632450386278
1007,0.038576837396703034
1008,0.05185851316144907
1009,0.07518734403234029
1010,0.08856227919786441
1011,0.08198226784650986
1012,0.08544625916676574
1013,0.09895320234711891
1014,0.11250204657605845
1015,0.11609174104207276
1016,0.13972123493365007
1017,0.1333894774392781
1018,0.13709541774744594
1019,0.1408380050466409
1020,0.13461618852535184
1021,0.14842891737206743
1022,0.13227514077527514
1023,0.16615380792346413
1024,0.19006386800512165
1025,0.20400427020873613
1026,0.19797396372279707
1027,0.19197193923852818
1028,0.19599735345810143
1029,0.14004943174248163
1030,0.1441275080768567
1031,0.13823096337163765
1032,0.15235925761390678
1033,0.15651188401447702
1034,0.17068839803994673
1035,0.1648884069518468
1036,0.15911154136817762
1037,0.16335742272879572
1038,0.15762566903145547
1039,0.1419158982739135
1040,0.15622772845392396
1041,0.14056077756924323
1042,0.14491466361762528
1043,0.14928900459682581
1044,0.06368341850459935
1045,0.04809752333870265
1046,0.032530937096889145
1047,-0.023016722223084374
1048,0.001454163376536366
1049,-0.024056788106493032
1050,-0.02954995867441812
1051,-0.015025730329483067
1052,-0.01048448507393207
1053,-0.0059266049100109575
1054,-0.011352471839964018
1055,-0.02676246786603631
1056,-0.03215697499047254
1057,-0.04753637521551757
1058,-0.08290105054341568
1059,-0.04825138297641207
1060,-0.053587754516751684
1061,-0.0489105471666792
1062,-0.07422014292843948
1063,-0.0895169238042769
1064,-0.13480127179643664
1065,-0.10007356890716324
1066,-0.07533419713870215
1067,-0.08058353849329725
1068,-0.07582197497319354
1069,0.028950111419363656
1070,0.05373233868212979
1071,0.05852432481285996
1072,0.06332568780930992
1073,0.0781360456692346
1074,0.07295501639038882
1075,0.07778221797052853
1076,0.062617268407408
1077,0.06745978569878297
1078,0.07230938784240881
1079,0.06716569283604057
1080,0.03202831867743339
1081,0.006896883364342132
1082,0.02177100489452266
1083,0.06665030126573035
1084,0.06153439047571918
1085,0.07642289052224527
1086,0.08131541940306386
1087,0.06621159511592967
1088,0.061111035658598545
1089,0.07601335902882533
1090,0.09091818322436518
1091,0.07582512624297355
1092,0.10073380608240534
1093,0.08564384074041576
1094,0.10055484821476024
1095,0.0754664465031939
1096,0.09037825360347207
1097,0.11528988751334956
1098,0.10020096623058172
1099,0.08511110775292452
1100,0.07001993007813201
1101,0.07492705120396015
1102,0.06983208912816397
1103,0.0447346618484985
1104,0.05963438736271898
1105,0.0345308836685807
1106,0.03942376876383902
1107,0.05431266064624918
1108,0.059197177313565885
1109,0.03407693676354451
1110,0.048951556993940715
1111,0.04382065600250917
1112,0.028683851787005832
1113,0.013540762345184643
1114,0.028391005674802017
1115,0.03323419977361275
1116,0.0380699626393719
1117,0.04289791226983486
1118,0.03771766666275633
1119,0.0025288438158922455
1120,-0.042668938273002666
1121,-0.06787606160617277
1122,-0.05309290818586332
1123,-0.05831986001431888
1124,-0.10355729909378408
1125,-0.078805607426504
1126,-0.10406516701472346
1127,-0.09933635986068712
1128,-0.09461956796663995
1129,-0.08991517333482624
1130,-0.06522355796749124
1131,-0.09054510386687964
1132,-0.08588019303523597
1133,-0.12122920747480581
1134,-0.11659252918783314
1135,-0.1319705401765629
1136,-0.13736362244324002
1137,-0.1427721579901095
1138,-0.168196528819416
1139,-0.17363711693340378
1140,-0.1390943043343184
1141,-0.08456847302440451
1142,-0.08006000500590649
1143,-0.09556928228106937
1144,-0.1010966868521383
1145,-0.1366426007213572
1146,-0.14220740589097158
1147,-0.14779148436322598
1148,-0.14339521814036527
1149,-0.13901898922463463
1150,-0.14466317961827801
1151,-0.11032817132354084
1152,-0.08601434634266764
1153,-0.0917220866779031
1154,-0.07745177433149258
1155,-0.1132037616876388
1156,-0.10897826097077867
1157,-0.09477531310564224
1158,-0.09059469345111737
1159,-0.10643602098702615
1160,-0.1322988711996017
1161,-0.12818281473997495
1162,-0.1340874222592769
1163,-0.1000122644086382
1164,-0.09595691183918986
1165,-0.08192093520206256
1166,-0.0579039051483875
1167,-0.05390539232929498
1168,-0.06992496739591603
1169,-0.03596220099938163
1170,-0.02201666379082262
1171,-0.028087926421369758
1172,-0.004175559542153706
1173,-0.020279133804305738
1174,-0.01639821985895601
1175,-0.0025324408231747197
1176,-0.03868162967778466
1177,-0.01484567186954866
1178,-0.01102445284522846
1179,0.0027821419484136967
1180,0.026574227064615707
1181,0.04035191705661534
1182,0.06411532647765028
1183,0.05786456988095856
1184,0.061599761819778276
1185,0.06532101684734698
1186,0.049028449516902384
1187,0.022722174381682836
1188,0.016402305994926092
1189,6.895890986929887e-05
1190,-0.016277752320248973
1191,-0.0026377131421911892
1192,-0.009010809002719333
1193,-0.01539692534859538
1194,-0.021795947626581935
1195,-0.028207761283440824
1196,-0.034632251765934374
1197,-0.04106930452082452
1198,-0.03751880499487359
