0,1,2,3,4,5,6,7,8,9,10,11,12
0.00910624187333607,-0.028406888771426626,0.0020035511242650125,-0.09620899035371025,0.15396930528765324,0.027735731521366977,-0.140270219542602,0.10474416510288699,-0.021539159195231437,-0.14533602140717097,0.27136647214782406,0.12283581221280893,0.26
0.02836878775174241,-0.02777644234610689,0.0019983440211124278,-0.09600793895026054,0.1538117328542671,0.028030858994689788,-0.14028564582249936,0.10474436811620466,-0.02202311006380989,-0.14537423889982912,0.2716894074534526,0.1228238768910368,0.28
0.005812889552679881,-0.025295002959346485,0.001863269790441601,-0.09569771819942456,0.15362688670437938,0.028329225602966447,-0.14028844819269004,0.1047209768277064,-0.02249195926741469,-0.14540666133611074,0.27201434766240434,0.1228121938144085,0.26
-0.008275048796648754,-0.021244016971176626,0.0016035438353370016,-0.09528860667929495,0.1534148661752508,0.028630785400240943,-0.14027854639653498,0.10467406341302676,-0.022945823940378203,-0.1454332702515655,0.27234129110289057,0.1228007631088529,0.25
-0.023510434826302225,-0.016003119284367602,0.0012258827541917084,-0.09479238416327217,0.1531757706041428,0.028935492440556446,-0.14025586581345,0.10460374542015477,-0.023384860953332094,-0.14545404567044687,0.27267023459182604,0.12278958490029912,0.24
0.02057357318465889,-0.010034194052687167,0.0007331860483185135,-0.09421701332767696,0.1529096993283159,0.02924330077795676,-0.14022034061299002,0.10451014918721796,-0.02380922717690702,-0.14546896696631864,0.27300117429543586,0.12277865931467596,0.29
-0.005668581178006541,-0.0036867272947231026,0.00012739894476013723,-0.09356950257456015,0.1526167516850318,0.029554164466485212,-0.14017191439544735,0.10439341048308301,-0.024219079481736086,-0.14547801270608782,0.2733341055732884,0.12276798647791243,0.27
-0.013565785634246003,0.004373126276643208,-0.0005895333294404399,-0.09285686030597189,0.15229702701155134,0.02986803756018517,-0.14011053880246063,0.10425367311796091,-0.024614574738450263,-0.1454811607717105,0.2736690231000014,0.12275756651593772,0.27
0.0074757341140168675,0.013556549930506805,-0.0014156655472402878,-0.09208609492396316,0.15195062464513523,0.03018487411310048,-0.14003617310139382,0.1040910885277894,-0.024995869817681413,-0.14547838842116934,0.2740059209262187,0.12274739955468045,0.3
0.007612780271685479,0.013719622787305853,-0.0023569762397671378,-0.09126421483058433,0.1515776439230449,0.030504628179274365,-0.1399487821401898,0.10390581372908494,-0.025363121590061113,-0.14546967251060794,0.2743447927007445,0.12273748572007026,0.3
-0.006193640234437749,-0.0020532171100964202,-0.0034520075824724457,-0.0903982284278861,0.15117818418254142,0.030827253812750463,-0.13984833509451097,0.10369801006608256,-0.025716486926221416,-0.1454549898235708,0.27468563199978585,0.1227278251380356,0.27
0.006289391185564947,-0.013938045177210014,-0.004750699955549698,-0.08949514411791903,0.15075234476088545,0.031152705067572208,-0.13973480613638253,0.10346784387938118,-0.02605612188319844,-0.14543431795720319,0.2750284323995537,0.1227184179345055,0.27
-0.007760114602739128,0.0009232263984881263,-0.0062822492428754465,-0.0885619703027338,0.1503002249953385,0.03148093599778304,-0.13960817349526392,0.10321548556701379,-0.026382179104137773,-0.14540763792253847,0.275373187476256,0.12270926423540918,0.27
0.009943672140711117,0.014194414123188155,-0.007989398896486616,-0.08760571538438101,0.1498219242231611,0.03181190065742686,-0.13946841951184152,0.10294110963823955,-0.02669480971590759,-0.14537493224688938,0.2757198908061036,0.12270036416667573,0.3
