,yhat,yhat_lower,yhat_upper,y
0,0.4863262710483691,0.16861544045757593,0.901452421286991,0.51
1,0.4897898645402661,0.16003648648498348,0.8897167945905697,0.51
2,0.4939701341468532,0.1742531625729291,0.8798282527859191,0.52
3,0.48891876088420405,0.1756789279785831,0.9198173133212411,0.5
4,0.49252871842776824,0.17623056293713346,0.8951261864207845,0.48
5,0.5292566083069461,0.18697456057304462,0.9348297982442977,0.41
6,0.5340055521420435,0.21254177653398965,0.9713198068007094,0.36
7,0.5391097668312843,0.22151688396433267,0.932884138734261,0.36
8,0.5339420021909549,0.23352421354837039,0.9404823794621773,0.36
9,0.5376762305814078,0.21945788832750868,0.9110693723151968,0.38
10,0.5581365232353026,0.21947343178165513,0.9416739383958068,0.38
11,0.5616327508838674,0.2300652147757689,0.986922502100716,0.34
12,0.5652845025331452,0.24424102411095894,1.0038141824372624,0.34
13,0.5588628002801737,0.2298427919674102,1.0088536898363043,0.37
14,0.5606964510271788,0.2400690122726037,0.957313062280547,0.38
15,0.5680933692239098,0.21407421030985363,0.9493133171248027,0.37
16,0.5692550968834125,0.2660100894193125,1.0058064286413897,0.37
17,0.5706053692494164,0.2412333857295812,1.020574585844995,0.38
18,0.5619406448173518,0.24777853441975117,0.95709899563223,0.37
19,0.5616015906164542,0.23218974024143746,0.9694292613232034,0.38
20,0.5668174978594764,0.2314009092699838,0.9769811810717128,0.37
21,0.56630587933218,0.23890975586722263,0.9719569398346843,0.34
22,0.5661700736256507,0.23576725843915636,0.9485990157074382,0.34
23,0.556768599881547,0.22217616338166835,0.9992305917077335,0.35
24,0.5552899442646371,0.22716205165998837,0.9667875221114934,0.35
25,0.5341467755929334,0.21807142691451897,0.9390560322280115,0.37
26,0.5330394329909356,0.19981905923078358,0.919104102888169,0.33
27,0.5324592953559519,0.2124663827402813,0.9763090541089547,0.3
28,0.5227108980968502,0.1829434561207639,0.9351914509251598,0.29
29,0.5210264490990857,0.20999423845866305,0.9530042187168535,0.31
30,0.5589228423819872,0.2339792450851148,0.9436909758263581,0.3
31,0.557917112418167,0.23677232345892163,0.9561347657573382,0.28
32,0.557450053232547,0.24184876436769787,0.9249737291628284,0.28
33,0.5462726841613874,0.2485898296833664,0.9061639111209103,0.3
34,0.544670399651511,0.23199008018488065,0.9535974516536803,0.28
35,0.5193782503919833,0.16822682473875505,0.8999236698674962,0.28
36,0.5181090530240369,0.22408705874376134,0.9562843738621387,0.28
37,0.5173764361441029,0.2102212807302808,0.9015268390156683,0.28
38,0.5064815579115665,0.2000992477745951,0.9023265629479502,0.28
39,0.5046078402500471,0.20523451237581325,0.9363383086100772,0.28
40,0.5070735211430515,0.20775010796103888,0.8978588217352901,0.29
41,0.5056692087188548,0.2029377762423934,0.9141320873966576,0.28
42,0.5048202497827294,0.21116052672559893,0.906122112596873,0.29
43,0.4934143729012972,0.18689504708446125,0.8824796397650088,0.29
44,0.4915706409669709,0.18944801748575202,0.8607547918104936,0.32
45,0.5048543255347133,0.2142815420332942,0.9374201981282979,0.31
